Texto;Classe
FERRAMENTA DE FORMACAO INFERIOR P/ BLISTER;EQIP-PLT
FERRAMENTA DE SELAGEM INFERIOIR P/ BLISTER;EQIP-PLT
FERRAMENTA DE SELAGEM SUPERIOR;EQIP-PLT
FERRAMENTA DE SELAGEM SUPERIOR;EQIP-PLT
FERRAMENTA DE FORMACAO SUPERIOR;EQIP-PLT
FERRAMENTA DE FORMACAO INFERIOR;EQIP-PLT
FERRAMENTA DE SELAGEM INFERIOR;EQIP-PLT
FERRAMENTAS BLISTAGEM SUPERIOR;EQIP-PLT
FERRAMENTAS BLISTAGEM SUPERIOR;EQIP-PLT
LOCACAO GERADOR TRIFASICO;EQIP-PLT
PRESTACAO SERVICOS UTILIDADES;EQIP-PLT
CHAPAS POLICARBONATO;EQIP-PLT
LOCACAO GERADOR 170KVA 220V TRIFAS;EQIP-PLT
LOCACAO GERADOR 260KVA 220V TRIFAS;EQIP-PLT
LOCACAO GERADORES 260KVA 220V;EQIP-PLT
LOCACAO GERADOR 260 KVA 220V;EQIP-PLT
ALUGUEL BANCO DE CARGA;EQIP-PLT
SERV INST AR CONDIC AREA POCH MACHINE;EQIP-PLT
LOCACAO GERADOR 260KVA TRIFASICO;EQIP-PLT
LOCACAO DE GERADOR 260KVA;EQIP-PLT
LOCACAO DE TRANSFORMADOR 750 KVA;EQIP-PLT
INSTALACOES DE DETECTORES DE FUMACACAMERA CLIMATI;EQIP-PLT
INSTAL DETECTORES FUMACA CAMARA CLMATIZADA;EQIP-PLT
TUBO EM ACO INOXIDAVEL 316L;EQIP-PLT
NIPLE ADAPTADOR / REDUCAO EXCENTRICA;EQIP-PLT
ABRACADEIRA TRI-CLAMP;EQIP-PLT
CABO MAXFLEX;EQIP-PLT
MAO DE OBRA P/SUBSTITUICAO LINHA DE ACUCAR LIQUID;EQIP-PLT
CONFECCAO DE REDE DE AGUA POTAVEL;EQIP-PLT
VALV DIAF 3233 2.0 TRI-CLAMP / 3235 3.0 FUNDO TAN;EQIP-PLT
MANOMETRO SANITARIO / TAMPAO CEGO TRI-CLAP;EQIP-PLT
CHAPA DE ACO 3MM PROTECAO CONTRA IMPACTO;EQIP-PLT
VALV DIAF 3233 TRI-CLAMP;EQIP-PLT
TE RETO DERIVACAO CURTA 2,0;EQIP-PLT
SERV DE IDENTIFICACAO DE PAINEIS ELETRICOS;EQIP-PLT
LICENCA DE USO SOFTWARE TRAKSYS/EVENTTRAK/IMPROVE;EQIP-PLT
PORTA DE CORRER SIMPLES / PAINEL DIVISORIA;EQIP-PLT
SERV DE MONTAGEM DE DIVISORIAS;EQIP-PLT
SERV DE ENGENHARIA NO SISTEMA DE PERFORMANOE EM T;EQIP-PLT
CONFECCAO DE REDE DE AGUA POTAVEL DO POCO ARTESIA;EQIP-PLT
INSTALACAO DE PONTOS ADICIONAIS LINHA DE PRODUCAO;EQIP-PLT
PEÇA DE PROTECAO DAS GUIAS DE ACTION - PORTAS DIA;EQIP-PLT
PLACAS EM INOX AREA AMOSTRAGEM;EQIP-PLT
SINALEIRO P/LOOP DP ANEL AGUA PW;EQIP-PLT
SERV VALIDACAO TERMICA NAS CAMARAS CLIMATICAS;EQIP-PLT
PROJ EXECUTIVO E INSTALACAO DE SPK SALA G48;EQIP-PLT
INSTALACAO SISTEMA DE AR CONDICIONADO;EQIP-PLT
INSTALACAO SISTEMA DE AR CONDICIONADO;EQIP-PLT
MAT DE SISTEMA DE INDICACAO SONORA E VISUAL;EQIP-PLT
MO DE SISTEMA DE INDICACAO SONORA  E VISUAL;EQIP-PLT
PREST SERV ENGENHARIA ELETRICA     LAB FISICO;EQIP-PLT
PUNCAO SUPERIOR PRODUTOS AMPARAX E TRAPAX;EQIP-PLT
SERV VALIDACAO TERMICA DE EQUIPAMENTOS;EQIP-PLT
SERV DE QUALIFICACAO DE INSTALACAO;EQIP-PLT
ELABORACAO/EXECUCAO PROTOCOLOS DE  QUALIFICACAO;EQIP-PLT
CALIBRACAO MEDIDORES;EQIP-PLT
CALIBRACAO INSTRUMENTOS PRESSAO;EQIP-PLT
UPGRADE SIST VENTILACAO;EQIP-PLT
PAINEL CONTROLE / INSTALACAO       ELETRICA;EQIP-PLT
1° MED AR CONDICIONADO NOVA AREA COMPRESSAO;EQIP-PLT
10% SERV EXECUTADOS PROJ EXECUTIVOS NA COMPRESSAO;EQIP-PLT
ADIANT NF-2072 AREA COMPRESSAO;EQIP-PLT
PAGTO 50% SERVICOS EXECUTADOS COMPRESSAO OC`S LOR;EQIP-PLT
PAGTO REF 1MEDICAO OBRAS CIVIS AREA COMPRESSAO;EQIP-PLT
PAGTO REF 40% SERV AREA DE COMPRESSAO;EQIP-PLT
RENOVACAO AR CONDICIONADO NOVA AREACOMPRESSAO;EQIP-PLT
MATERIAIS E MAO DE OBRA PROTEÇÃO P/ EQUIPAMENTOS;EQIP-PLT
ABRACADEIRA SUPORTE DE TUBULACAO OD EM INOX;EQIP-PLT
MO PARA SUBSTITUICAO DA LINHA DE ACUCAR LIQUIDO;EQIP-PLT
SISTEMA HVAC - AR CONDICIONADO AGUAUSP;EQIP-PLT
BALANCA ANALITICA MCA METTLER TOLEO MOD AB204-S C;EQIP-MFG
PRATELEIRA SUSPENSA EM ACO INOX DIMENSOES 80X40;EQIP-MFG
BOMBA DE VACUO MCA BRASVILL MOD M-5 VAZAO 5,0M3/3;EQIP-MFG
ESTUFA TEMPERATURA 300°C MCA FANEM MOD 520;EQIP-MFG
CHUVEIRO DE EMERGENCIA C/LAVA OLHOS MCA AVLIS;EQIP-MFG
CHUVEIRO DE EMERGENCIA C/LAVA OLHOS MCA AVLIS;EQIP-MFG
EQUIPAMENTO DE LAMPADA ULTRA-VIOLETA MCA AGUAFINE;EQIP-MFG
BANCADA EM ACO INOX C/ABA DIMENSOES 80X80X110;EQIP-MFG
IMPRESSORA TERMICA MCA INTERMEC MOD EASYCODER 444;EQIP-MFG
BALANCA TIPO PLATAFORMA MOVEL MCA TOLEDO MOD 2181;EQIP-MFG
REFRIGERADOR MCA LABOR CAP EM LITROS 200;EQIP-MFG
REFRIGERADOR MCA LABOR CAP EM LITROS 200;EQIP-MFG
ARMARIO EM POLIETILENO P/ACIDOS E CORROSIVOS DIME;EQIP-MFG
bandejas em vycover para armários existentes medi;EQIP-MFG
ARMARIO EM POLIETILENO P/ACIDOS E CORROSIVOS DIME;EQIP-MFG
bandejas em vycover para armários existentes medi;EQIP-MFG
ARMARIO METALICO C/1 PORTA DIMENSOES 65X90X250;EQIP-MFG
bandejas em vycover para armários existentes medi;EQIP-MFG
ARMARIO METALICO MCA JEDAL C/1 PORTA DIMENSOES 11;EQIP-MFG
ARMARIO METALICO MCA JEDAL C/1 PORTA DIMENSOES 11;EQIP-MFG
bandejas em vycover para armários existentes medi;EQIP-MFG
ARMARIO METALICO MCA JEDAL C/1 PORTA DIMENSOES 11;EQIP-MFG
ARMARIO METALICO MCA JEDAL C/1 PORTA DIMENSOES 11;EQIP-MFG
bandejas em vycover para armários existentes medi;EQIP-MFG
ARMARIO METALICO MCA JEDAL C/1 PORTA DIMENSOES 12;EQIP-MFG
bandejas em vycover para armários existentes medi;EQIP-MFG
ARMARIO METALICO MCA JEDAL C/1 PORTA DIMENSOES 12;EQIP-MFG
bandejas em vycover para armários existentes medi;EQIP-MFG
ESTUFA P/CALIBRACAO DE INSTRUMENTOS TEMPERATURA M;EQIP-MFG
BALANCA ANALITICA MCA METTLER TOLEO MOD AB204-S C;EQIP-MFG
BANCADA EM ACO INOX MCA LUCKINOX DIMENSOES 220X60;EQIP-MFG
FRIABILOMETRO SIMULADOR DE DESGASTE DE COMPRIMIDO;EQIP-MFG
BALANCA ANALITICA MCA METTLER TOLEO MOD AB204-S C;EQIP-MFG
VISCOSIMETRO DIGITAL MCA BROOKFIELD MOD LVDV1115;EQIP-MFG
SISTEMA P/TESTE DE DESINTEGRACAO MCA SOTAX MOD DT;EQIP-MFG
TANQUE METALICO MCA AQUAFIL TIPO VERTICAL CILINDR;EQIP-MFG
TANQUE METALICO MCA AQUAFIL TIPO VERTICAL CILINDR;EQIP-MFG
TANQUE METALICO MCA AQUAFIL TIPO VERTICAL CILINDR;EQIP-MFG
TANQUE METALICO MCA AQUAFIL TIPO VERTICAL CILINDR;EQIP-MFG
BANHO TERMICO P/CALIBRACAO FAIXA -25 A 125°C MCA;EQIP-MFG
BANHO TERMICO FAIXA -25 A 125°C MCA PRESYS MOD T-;EQIP-MFG
ARMARIO METALICO C/2 PORTAS DIMENSOES 110X90X120;EQIP-MFG
ARMARIO EM POLIETILENO C/2 PORTAS P/ACIDOS E CORR;EQIP-MFG
bandejas em vycover para armários existentes medi;EQIP-MFG
CHUVEIRO DE EMERGENCIA C/LAVA OLHOS MCA AVLIS;EQIP-MFG
REFRIGERADOR MCA SANYO MOD MPR-1410 CAP EM LITROS;EQIP-MFG
CHUVEIRO DE EMERGENCIA C/LAVA OLHOS MCA PROMOLAB;EQIP-MFG
IMPRESSORA JATO DE TINTA MCA HP MOD DESKJET 6122;EQIP-MFG
AGITADOR ORBITAL DIGITAL MCA IKA MOD BIG SQUID PO;EQIP-MFG
ESPECTROFOTOMETRO MCA PERKINELMER MOD ANALYSTE 20;EQIP-MFG
ESPECTROFOTOMETRO MCA PERKINELMER MOD OPTIMA 2100;EQIP-MFG
ESPECTROFOTOMETRO MCA PERKINELMER MOD OPTIMA 2100;EQIP-MFG
CROMATOGRAFO GASOSO MCA AGILENT MOD 6890 SERIES;EQIP-MFG
HEADSPACE SAMPLER MCA HP MOD 7694;EQIP-MFG
CHAPA DE AQUECIMENTO C/AGITACAO TENSAO 220/230V P;EQIP-MFG
MANTA AQUECEDORA TENSAO 115V POT. 200 WATTS MCA F;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA HPLC MCA WATERS MOD;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA HPLC MCA WATERS MOD;EQIP-MFG
DETECTOR ULTRA-VIOLETA MCA WATERS MOD 2487;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA HPLC MCA WATERS MOD;EQIP-MFG
DETECTOR ULTRA-VIOLETA MCA WATERS MOD 2487;EQIP-MFG
DETECTOR FLUORESCENCIA MCA WATERS MOD 2475;EQIP-MFG
REFRIGERADOR MCA SANYO MOD MPR-414F CAP EM LITROS;EQIP-MFG
BOMBA SISTEMA CROMATOGRAFIA LIQUIDA MCA WATERS MO;EQIP-MFG
BANHO SONICO C/CUBA CAP 140LTS TENSAO 220/240V TE;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD XS205 CARGA MAXI;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD XS205 CARGA MAXI;EQIP-MFG
TANQUE EM POLIETILENO MCA MILLIPORE TIPO VERTICAL;EQIP-MFG
FORNO MUFLA C/AQUECIMENTO MICROONDAS TENSAO 208/2;EQIP-MFG
EVAPORADOR AUTOMATICO MCA ZYMARK MOD TURBO VAP;EQIP-MFG
ESTUFA C/CIRCULACAO DE AR TEMPERATURA 100°C MCA V;EQIP-MFG
ESTUFA A VACUO TEMPERATURA 50,0°C MCA BRINDER MOD;EQIP-MFG
AGITADOR MAGNETICO MCA IKA MOD TTS 2 POT. 31 WATT;EQIP-MFG
CHAPA DE AQUECIMENTO C/AGITACAO TENSAO 220/230V P;EQIP-MFG
TRITURADOR TENSAO 115V POT. 550 WATTS MCA IKA MOD;EQIP-MFG
SISTEMA DE EXAUSTAO P/BALANCA TENSAO 250V POT. 29;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
DETECTOR PHOTODIODE ARRAY MCA WATERS MOD 2996;EQIP-MFG
DETECTOR DE VISIBILIDADE MCA WATERS MOD 2489;EQIP-MFG
DETECTOR FLUORESCENCIA MCA WATERS MOD 2475;EQIP-MFG
DETECTOR ULTRA-VIOLETA MCA WATERS MOD 2487;EQIP-MFG
DETECTOR PHOTODIODE ARRAY MCA WATERS MOD 2996;EQIP-MFG
DETECTOR PHOTODIODE ARRAY MCA WATERS MOD 2996;EQIP-MFG
IMPRESSORA MATRICIAL MCA TOLEDO MOD LC-P45 DE IMP;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD XS205 CARGA MAXI;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD XS205 CARGA MAXI;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
DETECTOR ULTRA-VIOLETA MCA WATERS MOD 2487;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA WATERS MOD 2695;EQIP-MFG
DETECTOR PHOTODIODE ARRAY MCA WATERS MOD 2998;EQIP-MFG
DETECTOR DE INDICE DE REFRACAO MCA WATERS MOD 241;EQIP-MFG
MISTURADOR MAGNETICO MCA IKA;EQIP-MFG
CONTADOR DE PARTICULAS MCA HACH MOD 9705;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD XP205 CARGA MAXI;EQIP-MFG
IMPRESSORA TERMICA MCA INTERMEC MOD EASYCODER 444;EQIP-MFG
IMPRESSORA TERMICA MCA INTERMEC MOD EASYCODER 444;EQIP-MFG
MISTURADOR MAGNETICO MCA IKA;EQIP-MFG
VISCOSIMETRO MCA BROOKFIELD MOD LVDV2115 DIGITAL;EQIP-MFG
VISCOSIMETRO MCA BROOKFIELD MOD LVDV2115 DIGITAL;EQIP-MFG
ESPECTROFOTOMETRO MCA AGILENT MOD 8453 TIPO DE AB;EQIP-MFG
ESPECTROFOTOMETRO MCA AGILENT MOD 8453 TIPO DE AB;EQIP-MFG
DISSOLUTOR DE COMPRIMIDOS MCA HANSON RESEARCH MOD;EQIP-MFG
COLETOR DE AMOSTRA MCA HANSON RESEARCH MOD AUTO P;EQIP-MFG
DISSOLUTOR DE COMPRIMIDOS MCA DISTEK MOD EVOLUTIO;EQIP-MFG
DISSOLUTOR DE COMPRIMIDOS MCA DISTEK MOD EVOLUTIO;EQIP-MFG
DISSOLUTOR DE COMPRIMIDOS MCA DISTEK MOD EVOLUTIO;EQIP-MFG
BANHO TERMOSTATICO MCA HAAKE MOD SWB25;EQIP-MFG
AGITADOR HORIZONTAL POT. 74 WATTS MCA IKA MOD KS5;EQIP-MFG
GABINETE DE ABSORCAO C/VISOR MCA BOITTON;EQIP-MFG
MULTITULADOR DL 52 MCA METROHM MOD 814;EQIP-MFG
MULTITULADOR DL 58 MCA METROHM MOD 809;EQIP-MFG
MULTITULADOR DL 58 MCA METROHM MOD 772;EQIP-MFG
MULTITULADOR DL 58 MCA METROHM MOD 772;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD PB3002-S CARGA M;EQIP-MFG
AGITADOR MAGNETICO MCA IKA MOD RT 15 POT. 600 WAT;EQIP-MFG
MICROSCOPIO MCA MICRO BINOCULAR C/4 OBJETIVAS;EQIP-MFG
APARELHO PONTO FUSAO CELULA AUTOMATICA MCA TOLEDO;EQIP-MFG
APARELHO DE PONTO FUSAO DIGITAL MCA TOLEDO MOD FP;EQIP-MFG
APARELHO DE PONTO FUSAO DIGITAL MCA TOLEDO MOD FP;EQIP-MFG
DENSIMETRO DE BANCADA DIGITAL TENSAO 240V POT. 10;EQIP-MFG
TERMOMETRO DIGITAL MCA PLATINUM MOD THR-080;EQIP-MFG
BANCADA DE TRABALHO EM MADEIRA C/7 PORTAS C/17 GA;EQIP-MFG
EXAUSTOR CENTRIFUGO MCA BERLINE LUFT MOD GTS-630-;EQIP-MFG
EXAUSTOR CENTRIFUGO MCA BERLINE LUFT MOD GTS-630-;EQIP-MFG
ESTUFA DE SECAGEM E ESTERILIZACAO MCA QUIMIS MOD;EQIP-MFG
MAQUINA ESTERELIZADORA MCA AMSCO SCIENTIFIC MOD S;EQIP-MFG
UPGRADE AUTOCLAVE STERIS AMSCO SV-120 (MICRO);EQIP-MFG
MAQUINA ESTERELIZADORA MCA STERIS MOD LAB 250;EQIP-MFG
MAQUINA ESTERELIZADORA MCA STERIS MOD LAB 250;EQIP-MFG
MAQUINA ESTERELIZADORA MCA STERIS MOD LAB 250;EQIP-MFG
Adequação NR-12;EQIP-MFG
IMPRESSORA LASER MCA HP MOD CB368A;EQIP-MFG
IMPRESSORA LASER MCA HP MOD CB368A;EQIP-MFG
IDENTIFICADOR DE MICROORGANISMO (VITEK2) MCA BIOM;EQIP-MFG
IDENTIFICADOR DE MICROORGANISMO (VITEK2) MCA BIOM;EQIP-MFG
IDENTIFICADOR DE MICROORGANISMO (VITEK2) MCA BIOM;EQIP-MFG
IDENTIFICADOR DE MICROORGANISMO (VITEK2) MCA BIOM;EQIP-MFG
IDENTIFICADOR DE MICROORGANISMO (VITEK2) MCA BIOM;EQIP-MFG
IDENTIFICADOR DE MICROORGANISMO (VITEK2) MCA BIOM;EQIP-MFG
IDENTIFICADOR DE MICROORGANISMO (VITEK2) MCA BIOM;EQIP-MFG
IDENTIFICADOR DE MICROORGANISMO (VITEK2) MCA BIOM;EQIP-MFG
PURIFICADOR DEONIZADOR MCA MILLIPORE MOD MILLI-Q;EQIP-MFG
PURIFICADOR DEONIZADOR MCA MILLIPORE MOD MILLI-Q;EQIP-MFG
BALANCA DE PRECISAO MCA METTLER TOLEO MOD PB3002-;EQIP-MFG
FREEZER VERTICAL MCA SANYO MOD MPR-1410 CAP EM LI;EQIP-MFG
ESTUFA DE CULTURA MCA FANEM MOD ORION 502C;EQIP-MFG
ESTUFA INCUBADORA MCA INCUCELL;EQIP-MFG
ESTUFA INCUBADORA MCA INCUCELL;EQIP-MFG
ESTUFA INCUBADORA MCA INCUCELL;EQIP-MFG
ESTUFA INCUBADORA MCA INCUCELL;EQIP-MFG
ESTUFA INCUBADORA MCA INCUCELL;EQIP-MFG
ESTUFA INCUBADORA MCA INCUCELL;EQIP-MFG
ESTUFA INCUBADORA MCA INCUCELL;EQIP-MFG
ESTUFA INCUBADORA MCA FRIOCELL;EQIP-MFG
CARRO TIPO PLATAFORMA EM ACO INOX DIMENSOES 50X70;EQIP-MFG
CARRO TIPO PLATAFORMA EM ACO INOX DIMENSOES 50X70;EQIP-MFG
CAPELA FLUXO LAMINAR MCA KENDRO MOD HS 15;EQIP-MFG
AGITADOR MAGNETICO MCA IKA MOD MS 3 D;EQIP-MFG
BOMBA DE VACUO MCA MILLIPORE MOD WP6111580 POT. M;EQIP-MFG
BOMBA DE VACUO MCA MILLIPORE MOD WP6111560 POT. M;EQIP-MFG
PIPETA DIGITAL MCA BRAND MOD 100-1000UL;EQIP-MFG
AGITADOR MAGNETICO MCA IKA MOD MS 3 D;EQIP-MFG
CAPELA FLUXO LAMINAR MCA FLOW SCIENCES MOD FS4710;EQIP-MFG
BALANCA DE PRECISAO MCA METTLER TOLEO MOD PB3002-;EQIP-MFG
CONTADOR DE COLONIAS MCA SUNTEX MOD 570;EQIP-MFG
AGITADOR MAGNETICO MCA IKA MOD RET CV POT. 630W;EQIP-MFG
AMOSTRADOR DE AR MCA MERCK MOD MAS-100;EQIP-MFG
AGITADOR MAGNETICO MCA THERMOLYNE MOD 37600 MIXER;EQIP-MFG
BANHO-MARIA MCA SOLAB MOD SU55 POT. 1600;EQIP-MFG
BALANCA DE PRECISAO MCA METTLER TOLEO MOD PB3002-;EQIP-MFG
BALANCA ANALITICA MCA METTLER TOLEO MOD XS 205 CA;EQIP-MFG
BALANCA ANALITICA MCA METTLER TOLEO MOD XS 205 CA;EQIP-MFG
MAQUINA VIBRATORIA C/ PENEIRAS MCA PRODUTEST;EQIP-MFG
DETERMINADOR DE ACUCARES REDUTORES MCA TECNAL MOD;EQIP-MFG
CHUVEIRO DE EMERGENCIA C/LAVA OLHOS MCA VIDY;EQIP-MFG
DISSOLUTOR DE COMPRIMIDOS MCA DISTEC MOD EVOLUTIO;EQIP-MFG
DISSOLUTOR DE COMPRIMIDOS MCA DISTEC MOD EVOLUTIO;EQIP-MFG
DISSOLUTOR DE COMPRIMIDOS MCA DISTEC MOD EVOLUTIO;EQIP-MFG
DISSOLUTOR DE COMPRIMIDOS MCA DISTEC MOD EVOLUTIO;EQIP-MFG
MOINHO DE BOLAS MCA MIXER MILLL MOD 8000M;EQIP-MFG
DESINTEGRADOR MCA SOTAX MOD DT2;EQIP-MFG
DESINTEGRADOR MCA SOTAX MOD DT2;EQIP-MFG
BALANCA ANALITICA MCA METTLER TOLEO MOD MX 5 CARG;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA ALLIANCE MOD WAT;EQIP-MFG
DETECTOR DE VISIBILIDADE MCA ALLIANCE MOD WATERS;EQIP-MFG
DETECTOR DE FLUORESCENCIA MCA ALLIANCE MOD WATERS;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA ALLIANCE MOD WAT;EQIP-MFG
DETECTOR DE VISIBILIDADE MCA ALLIANCE MOD WATERS;EQIP-MFG
DETECTOR DE FLUORESCENCIA MCA ALLIANCE MOD WATERS;EQIP-MFG
DETECTOR ARRAY MCA ALLIANCE MOD WATERS 2998;EQIP-MFG
DETECTOR DE FLUORESCENCIA MCA ALLIANCE MOD WATERS;EQIP-MFG
DETECTOR ARRAY MCA ALLIANCE MOD WATERS 2998;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA ALLIANCE MOD WAT;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA ALLIANCE MOD WAT;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA ALLIANCE MOD WAT;EQIP-MFG
CROMATOGRAFO DE FASE LIQUIDA MCA ALLIANCE MOD WAT;EQIP-MFG
BALANCA TIPO PLATAFORMA MCA TOLEDO CARGA MAXIMA E;EQIP-MFG
IDENTIFICADOR DE MOLECULA DE MATERIA PRIMA MCA TH;EQIP-MFG
Serviços prestados de manutençao de dois escanere;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD PB3002-S CARGA M;EQIP-MFG
CHUVEIRO DE EMERGENCIA C/LAVA OLHOS MCA PROMOLAB;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD PB3002-S CARGA M;EQIP-MFG
BALANCA ANALITICA MCA TOLEDO MOD PB503-S CARGA MA;EQIP-MFG
CHUVEIRO DE EMERGENCIA C/LAVA OLHOS;EQIP-MFG
MODULO INTERFACE MCA HAND HELP MOD EA-3;EQIP-MFG
BALANCA ELETRONICA MCA TOLEDO MOD 9094 CARGA MAXI;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA FORMA SCIENTIFIC;EQIP-MFG
CAMARA CLIMATIZADA MCA FORMA SCIENTIFIC;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
ARMARIO AEREO METALICO C/2 PORTAS EM ACO INOX DIM;OFF F&F
GAVETEIRO VOLANTE MCA SECURIT C/2 GAVETAS REVESTI;OFF F&F
CAMARA CLIMATIZADA MCA FORMA SCIENTIFIC MOD 3940;EQIP-MFG
BANCADA EM ACO INOX DIMENSOES 50X40X60;OFF F&F
CAMARA CLIMATIZADA MCA FORMA SCIENTIFIC MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA FORMA SCIENTIFIC MOD 3940;EQIP-MFG
BANCADA EM ACO INOX DIMENSOES 50X40X60;OFF F&F
RECIPIENTE EM ACO INOX P/BLISTER P/ACONDICIONAR;OFF F&F
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
BANCADA EM ACO INOX DIMENSOES 130X60X90;OFF F&F
CAMARA CLIMATIZADA MCA THERMO MOD 3940;EQIP-MFG
ARMARIO METALICO C/2 PORTAS DIMENSOES 80X80X115;EQIP-MFG
ARMARIO METALICO C/2 PORTAS EM ACO INOX DIMENSOES;OFF F&F
CHUVEIRO DE EMERGENCIA C/LAVA OLHOS MCA AVLIS;EQIP-MFG
BANCADA EM ACO INOX DIMENSOES 50X40X60;OFF F&F
Serviço de Endoscopia Industrial em Tubulação, De;OFF F&F
Fornecimento de ferragem para fabricação e instal;OFF F&F
instalação de upgrade em tanque de aço inox para;OFF F&F
ADAPTADOR ESPECIAL PARA TROCADOR DE CALOR. DN2 CO;OFF F&F
CONEXÕES EM AÇO INOXIDÁVEL ASTM A-249/269 TP-304,;OFF F&F
VÁLVULA ESFERA TRI-PARTIDA (TOTAL INOX), PASSAGEM;OFF F&F
TUBO EM AÇO INOXIDÁVEL ASTM A249/ 269 TP-304/ 304;OFF F&F
TERMÔMETRO SANITÁRIO EM AÇO INOXIDÁVEL AISI 316L.;OFF F&F
"TUBO EM AÇO INOXIDÁVEL ASTM A270 TP-316L BPE; CUR";OFF F&F
Aquisiçao de suportes para instalação de tubulaçã;OFF F&F
Contratação de Serviços para instalação de tubula;OFF F&F
Instalação de uma tubulação com Ø 2  e conexão Tr;OFF F&F
Materiais Tubos e Conecções - Comercial Importubo;OFF F&F
Materiais Tubos e Conecções - Comercial Importubo;OFF F&F
Materiais Filtro Cartucho - Tech Filter :Filtro C;OFF F&F
"ISOLAMENTO DE 2 TROCADORES DE CALOR USP; FORNECIM";OFF F&F
BALANCA ANTROPOMETRICA MCA TOLEDO MOD 2096PP/2 CA;EQIP-MFG
CONDENSADOR MCA KALTEN MOD PMA 150 CL2 CAPACIDADE;EQIP-MFG
CADEIRA GIRATORIA C/BRACOS ESTOFAMENTO TECIDO C/R;OFF F&F
CONDENSADOR MCA KALTEN MOD PMA 150 CL2 CAPACIDADE;EQIP-MFG
GAVETEIRO VOLANTE MCA SECURIT C/3 GAVETAS REVESTI;OFF F&F
CONDENSADOR MCA KALTEN MOD PMA 150 CL2 CAPACIDADE;EQIP-MFG
ARMARIO EM MADEIRA MCA SECURIT C/2 PORTAS REVESTI;OFF F&F
REFRIGERADOR MCA SANYO MOD MPF-514 CAP EM LITROS;EQIP-MFG
MACA AMBULATORIAL C/COLCHONETE EM COURVIM C/REGUL;EQIP-MFG
GAVETEIRO VOLANTE MCA SECURIT C/2 GAVETAS REVESTI;OFF F&F
QUALIFICADOR DE TEMPERATURA E UMIDADE DOS EQUIPAM;EQIP-MFG
QUALIFICADOR DE TEMPERATURA E UMIDADE DOS EQUIPAM;EQIP-MFG
QUALIFICADOR DE TEMPERATURA E UMIDADE DOS EQUIPAM;EQIP-MFG
QUALIFICADOR DE TEMPERATURA E UMIDADE DOS EQUIPAM;EQIP-MFG
QUALIFICADOR DE TEMPERATURA E UMIDADE DOS EQUIPAM;EQIP-MFG
QUALIFICADOR DE TEMPERATURA E UMIDADE DOS EQUIPAM;EQIP-MFG
