Descrição;Classe
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 2 CANHOES;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 3 CANHOES;MAQUINAS E EQUIPAMENTOS
MOTOREDUTOR DE ENGRENAGEM HELICOIDAL;MAQUINAS E EQUIPAMENTOS
BOMBA DOSADORA;MAQUINAS E EQUIPAMENTOS
BOMBA DOSADORA;MAQUINAS E EQUIPAMENTOS
BOMBA DOSADORA;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
BALANCA AUTOMATICA DE CONTROLE E CORRECAO DE PESO;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 4 CANHOES;MAQUINAS E EQUIPAMENTOS
VENTILADOR CENTRIFUGO;MAQUINAS E EQUIPAMENTOS
FILTRO DE MANGAS;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 4 CANHOES;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 4 CANHOES;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 6 CANHOES;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 6 CANHOES;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 4 CANHOES;MAQUINAS E EQUIPAMENTOS
VALVULA PENDULAR PNEUMATICA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CARRINHO DE TRANSPORTE SISTEMA CARDOX;MAQUINAS E EQUIPAMENTOS
PERFURATRIZ DE IMPACTO PNEUMATICO;MAQUINAS E EQUIPAMENTOS
MAQUINA P/ CARGA E DESCARGA TUBOS CO2;MAQUINAS E EQUIPAMENTOS
TORNO DE BANCADA;MAQUINAS E EQUIPAMENTOS
PISTOLA DE IMPACTO;MAQUINAS E EQUIPAMENTOS
BOMBA CIRCULADORA ALPHA2;MAQUINAS E EQUIPAMENTOS
BOMBA CENTRIFUGA;MAQUINAS E EQUIPAMENTOS
MOTOR ELETRICO TRIFASICO;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR HURRICANE 4POL FLANGE;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR HURRICANE 4POL FLANGE;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR HURRICANE 4POL FLANGE;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR HURRICANE 4POL FLANGE;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR HURRICANE 4POL FLANGE;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR HURRICANE 4POL FLANGE;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR HURRICANE 4POL FLANGE;MAQUINAS E EQUIPAMENTOS
MOTO REDUTOR;MAQUINAS E EQUIPAMENTOS
MOTO REDUTOR;MAQUINAS E EQUIPAMENTOS
MOTO REDUTOR;MAQUINAS E EQUIPAMENTOS
MOTO REDUTOR;MAQUINAS E EQUIPAMENTOS
ROSCA TRANSPORTADORA HELICODIAL;MAQUINAS E EQUIPAMENTOS
ESCADA PANTOGRAFICA C/ 3 DE GRAUS;MAQUINAS E EQUIPAMENTOS
ESCADA PANTOGRAFICA C/ 3 DE GRAUS;MAQUINAS E EQUIPAMENTOS
ESCADA PANTOGRAFICA C/ 3 DE GRAUS;MAQUINAS E EQUIPAMENTOS
TROMBA DE CARREGAMENTO GRANEL TELESCOPICA;MAQUINAS E EQUIPAMENTOS
VALVULA DE GAVETA MANUAL LANGEADA 16P;MAQUINAS E EQUIPAMENTOS
VALVULA DE GAVETA MANUAL LANGEADA 16P;MAQUINAS E EQUIPAMENTOS
VALVULA DE DESVIO DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA DE DESVIO DE FLUXO;MAQUINAS E EQUIPAMENTOS
VENTILADOR CENTRIFUGO;MAQUINAS E EQUIPAMENTOS
VENTILADOR CENTRIFUGO;MAQUINAS E EQUIPAMENTOS
VENTILADOR CENTRIFUGO;MAQUINAS E EQUIPAMENTOS
VALVULA ROTATIVA;MAQUINAS E EQUIPAMENTOS
FILTRO DE MANGAS;MAQUINAS E EQUIPAMENTOS
VALVULA DE DESVIO FLAP FLANJADA PNEUMATICA;MAQUINAS E EQUIPAMENTOS
CACAMBA P/ ENTULHO;MAQUINAS E EQUIPAMENTOS
VALVULA ROTATIVA;MAQUINAS E EQUIPAMENTOS
FILTRO DE MANGAS;MAQUINAS E EQUIPAMENTOS
DESVIADOR FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA DE DESVIO DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA DE DESVIO DE FLUXO;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 5 CANHOES;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 5 CANHOES;MAQUINAS E EQUIPAMENTOS
VALVULA DE DESVIO DE FLUXO;MAQUINAS E EQUIPAMENTOS
CARRO TROLLEYECANICO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA DE FECHAMENTO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA CONTROLE DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA CONTROLE DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA CONTROLE DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA CONTROLE DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA CONTROLE DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA CONTROLE DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA CONTROLE DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA CONTROLE DE FLUXO;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
SISTEMA DE DESPOEIRAMENTO;MAQUINAS E EQUIPAMENTOS
SISTEMA DE DESPOEIRAMENTO;MAQUINAS E EQUIPAMENTOS
MOTOR ELETRICO TRIFASICO;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO AUTOMACAO;MAQUINAS E EQUIPAMENTOS
AUTO TRANSFORMADOR TRIFASICO;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO ILUMINACAO E TOMADAS;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO ILUMINACAO E TOMADAS;MAQUINAS E EQUIPAMENTOS
DVR C/ 32 CANAIS;MAQUINAS E EQUIPAMENTOS
SWITCH C/ 16 PORTAS;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO VALVULAS;MAQUINAS E EQUIPAMENTOS
SWITCH C/ 16 PORTAS;MAQUINAS E EQUIPAMENTOS
INVENSOR DE FREQUENCIA ESTATICO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA DE FECHAMENTO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA DE FECHAMENTO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA DE FECHAMENTO;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA DE FECHAMENTO;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA DE FLUXO;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA DE FLUXO;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
BOMBA PRESSURIZADORA;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 3 CANHOES;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 3 CANHOES;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO PNEUMATICO C/ 4 CANHOES;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CANHAO DE AR;MAQUINAS E EQUIPAMENTOS
CATRACA ELETRONICA PEDESTRAL P/ PORTARIA;MAQUINAS E EQUIPAMENTOS
CATRACA ELETRONICA PEDESTRAL P/ PORTARIA;MAQUINAS E EQUIPAMENTOS
QUEBRADOR DE GRUMOS;MAQUINAS E EQUIPAMENTOS
VALVULA GUILHOTINA;MAQUINAS E EQUIPAMENTOS
VALVULA DOSADORA;MAQUINAS E EQUIPAMENTOS
VALVULA CONTROLE DE VAZAO FLAGEADA;MAQUINAS E EQUIPAMENTOS
DETECTOR DE FAISCA;MAQUINAS E EQUIPAMENTOS
PAQUIMETRO DIGITAL;MAQUINAS E EQUIPAMENTOS
FURADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
FURADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
SOPRADOR A GASOLINA;MAQUINAS E EQUIPAMENTOS
CONDICIONADOR DE AR TIPO SPLIT;MAQUINAS E EQUIPAMENTOS
CONDICIONADOR DE AR TIPO SPLIT;MAQUINAS E EQUIPAMENTOS
CONDICIONADOR DE AR TIPO SPLIT;MAQUINAS E EQUIPAMENTOS
CONDICIONADOR DE AR TIPO SPLIT;MAQUINAS E EQUIPAMENTOS
CONDICIONADOR DE AR TIPO SPLIT;MAQUINAS E EQUIPAMENTOS
SOPRADOR;MAQUINAS E EQUIPAMENTOS
FURADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
FURADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
VENTILADOR DE PAREDE;MAQUINAS E EQUIPAMENTOS
ROCADEIRA;MAQUINAS E EQUIPAMENTOS
APARELHO TELEFONICO DIGITAL;MAQUINAS E EQUIPAMENTOS
APARELHO TELEFONICO DIGITAL;MAQUINAS E EQUIPAMENTOS
APARELHO TELEFONICO DIGITAL;MAQUINAS E EQUIPAMENTOS
APARELHO TELEFONICO DIGITAL;MAQUINAS E EQUIPAMENTOS
SISTEMA PAGER DE CHAMADAS;MAQUINAS E EQUIPAMENTOS
LEITOR BIOMETRICO;MAQUINAS E EQUIPAMENTOS
LEITOR BIOMETRICO;MAQUINAS E EQUIPAMENTOS
LEITOR BIOMETRICO;MAQUINAS E EQUIPAMENTOS
TELEVISOR LCD DE 42 POLEGADAS;MAQUINAS E EQUIPAMENTOS
TRANSCEPTOR FIXO;MAQUINAS E EQUIPAMENTOS
TRANSCEPTOR FIXO;MAQUINAS E EQUIPAMENTOS
TRANSCEPTOR FIXO;MAQUINAS E EQUIPAMENTOS
LEITOR BIOMETRICO;MAQUINAS E EQUIPAMENTOS
RETIFICA ELETRICA;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
PIROMETRO INFRA VERMELHO;MAQUINAS E EQUIPAMENTOS
SOPRADOR;MAQUINAS E EQUIPAMENTOS
ALINHADOR DE POLIAS A LASER;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
TORQUIMETRO DE ESTALO;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
PARAFUSADEIRA ELETRICA;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
ESMERILHADEIRA MANUAL;MAQUINAS E EQUIPAMENTOS
PARAFUSADEIRA ELETRICA;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
ANALISADOR DE GASES PORTATIL;MAQUINAS E EQUIPAMENTOS
ANALISADOR DE GAS;MAQUINAS E EQUIPAMENTOS
TELEVISOR LED DE 55 POLEGADAS;MAQUINAS E EQUIPAMENTOS
TOCHA DE SOLDA TBI;MAQUINAS E EQUIPAMENTOS
TOCHA DE SOLDA TBI;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
MEDIDOR DE TENSAO;MAQUINAS E EQUIPAMENTOS
VASO DE PRESSAO;MAQUINAS E EQUIPAMENTOS
MOTOR DE INDUCAO;MAQUINAS E EQUIPAMENTOS
PREGADOR PNEUMATICO;MAQUINAS E EQUIPAMENTOS
PREGADOR PNEUMATICO;MAQUINAS E EQUIPAMENTOS
PREGADOR PNEUMATICO;MAQUINAS E EQUIPAMENTOS
PREGADOR PNEUMATICO;MAQUINAS E EQUIPAMENTOS
PREGADOR PNEUMATICO;MAQUINAS E EQUIPAMENTOS
PREGADOR PNEUMATICO;MAQUINAS E EQUIPAMENTOS
PREGADOR PNEUMATICO;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
PREGADOR PNEUMATICO;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
PAINEL INDICADOR TIPO OUTDOOR C/ DISPOSITIVOS DE LED;MAQUINAS E EQUIPAMENTOS
MAQUINA DE PLASMA;MAQUINAS E EQUIPAMENTOS
LEVANTADOR MAGNETICO;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO PNEUMATICA 1/2;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
BOMBA HIDRAULICA;MAQUINAS E EQUIPAMENTOS
BOMBA HIDRAULICA;MAQUINAS E EQUIPAMENTOS
JOGO DE SOQUETE ESTRIADO 3/4P;MAQUINAS E EQUIPAMENTOS
CILINDRO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
LIXADEIRA POLITRIZ;MAQUINAS E EQUIPAMENTOS
AGITADOR MAGNETICO;MAQUINAS E EQUIPAMENTOS
DISPOSITIVO P/ ENSAIO COMPRESSAO;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA POLI GUINDASTE;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CILINDRO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
CILINDRO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
CILINDRO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
CILINDRO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
CILINDRO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
CILINDRO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
TENSIONADOR HIDRAULICO;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO PNEUMATICA;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO TORQUE A BATERIA;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
TALHA MANUAL;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
PARAFUSADEIRA PNEUMATICA;MAQUINAS E EQUIPAMENTOS
MAQUINA DE SOLDA MAG;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
CACAMBA ESTACIONARIA;MAQUINAS E EQUIPAMENTOS
MAQUINA DE SOLDA MAG;MAQUINAS E EQUIPAMENTOS
CHAVE DE IMPACTO;MAQUINAS E EQUIPAMENTOS
BOMBA PROPULSORA PNEUMATICA ADAPTAVEL P/ TAMBOR;MAQUINAS E EQUIPAMENTOS
BOMBA PROPULSORA PNEUMATICA ADAPTAVEL P/ TAMBOR;MAQUINAS E EQUIPAMENTOS
COMPRESSOR DE AR;MAQUINAS E EQUIPAMENTOS
CONJUNTO DE CORTE DE PLASMA;MAQUINAS E EQUIPAMENTOS
MAQUINA DE SOLDA MAG;MAQUINAS E EQUIPAMENTOS
MAQUINA DE SOLDA MAG;MAQUINAS E EQUIPAMENTOS
EMPILHADEIRA ELETRICA;MAQUINAS E EQUIPAMENTOS
ELEVADOR DE CACAMBAS;MAQUINAS E EQUIPAMENTOS
MOTOR ELETRICO TRIFASICO;MAQUINAS E EQUIPAMENTOS
MOTOR ELETRICO TRIFASICO;MAQUINAS E EQUIPAMENTOS
MEDIDOR DE CONCENTRACAO DE PARTICULA;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO DE CONTROLE C/ 6 ENTRADAS E 4 SAIDAS;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO DE CONTROLE C/ 6 ENTRADAS E 4 SAIDAS;MAQUINAS E EQUIPAMENTOS
MARTELETE;MAQUINAS E EQUIPAMENTOS
MARTELETE;MAQUINAS E EQUIPAMENTOS
BOMBA DOSADORA;MAQUINAS E EQUIPAMENTOS
BOMBA DOSADORA;MAQUINAS E EQUIPAMENTOS
BOMBA DOSADORA;MAQUINAS E EQUIPAMENTOS
BOMBA DOSADORA;MAQUINAS E EQUIPAMENTOS
MOINHO DE ROLOS;MAQUINAS E EQUIPAMENTOS
MOTOR DE INDUCAO TRIFASICO;MAQUINAS E EQUIPAMENTOS
MOTO REDUTOR;MAQUINAS E EQUIPAMENTOS
REDUTOR;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO DE CONTROLE C/ 6 ENTRADAS E 4 SAIDAS;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO DE CONTROLE C/ 6 ENTRADAS E 4 SAIDAS;MAQUINAS E EQUIPAMENTOS
MODULO ELETRONICO DE CONTROLE C/ 6 ENTRADAS E 4 SAIDAS;MAQUINAS E EQUIPAMENTOS
MEDIDOR ENCHIMENTO DIGITAL;MAQUINAS E EQUIPAMENTOS
REDUTOR;MAQUINAS E EQUIPAMENTOS
BANCO DE CAPACITORES;MAQUINAS E EQUIPAMENTOS
GUINCHO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
VALVULA DE DESVIO PNEUMATICA;MAQUINAS E EQUIPAMENTOS
VALVULA DE DESVIO PNEUMATICA;MAQUINAS E EQUIPAMENTOS
COMPRESSOR DE AR;MAQUINAS E EQUIPAMENTOS
UNIDADE HIDRAULICA C/ 1 BOMBA;MAQUINAS E EQUIPAMENTOS
GUINCHO HIDRAULICO;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO C/ 1 INVERSOR;MAQUINAS E EQUIPAMENTOS
BOMBA ELETRICA 2 VIAS P/OLEO;MAQUINAS E EQUIPAMENTOS
AQUECEDOR INDUTIVO;MAQUINAS E EQUIPAMENTOS
PAINEL DE COMANDO ELETRICO;MAQUINAS E EQUIPAMENTOS
ALIMENTADOR DE ARAME;MAQUINAS E EQUIPAMENTOS
LAVADORA ALTA PRESSAO;MAQUINAS E EQUIPAMENTOS
LAVADORA ALTA PRESSAO;MAQUINAS E EQUIPAMENTOS
UNIDADE DE ABASTECIMENTO P/ OLEO LUBRIFICANTE;MAQUINAS E EQUIPAMENTOS
UNIDADE DE ABASTECIMENTO P/ OLEO LUBRIFICANTE;MAQUINAS E EQUIPAMENTOS
UNIDADE DE ABASTECIMENTO P/ OLEO LUBRIFICANTE;MAQUINAS E EQUIPAMENTOS
SACA PNEUS GIGANTES;MAQUINAS E EQUIPAMENTOS
SEPARADOR AGUA E OLEO;MAQUINAS E EQUIPAMENTOS
TANQUE CILINDRICO HORIZONTAL EM POLIETILENO;MAQUINAS E EQUIPAMENTOS
BOMBA DE PISTOES;MAQUINAS E EQUIPAMENTOS
SISTEMA DE PESAGEM C/ 4 CELULAS DE CARGA;MAQUINAS E EQUIPAMENTOS
SISTEMA DE PESAGEM C/ 4 CELULAS DE CARGA;MAQUINAS E EQUIPAMENTOS
MOTOR ELETRICO TRIFASICO;MAQUINAS E EQUIPAMENTOS
MAQUINA DE SOLDA INVERSORA MIG;MAQUINAS E EQUIPAMENTOS
REGUEIRA;MAQUINAS E EQUIPAMENTOS
ESCAVADEIRA HIDRAULICA;MAQUINAS E EQUIPAMENTOS
TRATOR DE ESTEIRAS;MAQUINAS E EQUIPAMENTOS
APARELHO ANEMOMETRO OPTO ELETR ELETRONIC;MAQUINAS E EQUIPAMENTOS
APARELHO ANEMOMETRO OPTO ELETR ELETRONIC;MAQUINAS E EQUIPAMENTOS
TERMOHIGROMETRO;MAQUINAS E EQUIPAMENTOS
SENSOR BAROMETRICO;MAQUINAS E EQUIPAMENTOS
MOTOBOMBA MEGANORM;MAQUINAS E EQUIPAMENTOS
BALSA DAGUA P/ SUPORTE DA BOMBA MEGANORM;MAQUINAS E EQUIPAMENTOS
MEDIDOR DIRECAO DE VENTO;MAQUINAS E EQUIPAMENTOS
ANEMOMETRO ELECTRONIC;MAQUINAS E EQUIPAMENTOS
ANEMOMETRO ELECTRONIC;MAQUINAS E EQUIPAMENTOS
